log_id,timestamp,rating,query,response
9da5f43e-3b13-40c6-a914-5baf62c04146,2025-07-29 17:41:11,N/A,ITパスポート受かるためには？,"# ITパスポートを受けるための条件とプロセス

あなたは SAPA スタッフ として、大学の学生をサポートする AI アシスタントです。

IT パスポートが必要な場合があります。いくつかの条件を満たしている場合、その場合は大学の公式ウェブサイト（https://www.hokkaido-univ.ac.jp/en/campus-life/student-support/）から IT パスポートを受けられることについて、詳細に説明します。

### ITパスポートを受けるための条件

*   **学生身分証明書**: 学生身分証明書を所持している場合
*   **大学での学業活動**: 大学の授業や研究活動に参加している場合
*   **外国語能力検定**: 外国語能力検定（日本語以外の外国語）を受験した場合
*   **社会的な活動**: 社会的な活動やリーダーシップの経験がある場合

### ITパスポートを受けるためのプロセス

1.  **申請**: 大学の公式ウェブサイト（https://www.hokkaido-univ.ac.jp/en/campus-life/student-support/）にアクセスし、IT パスポートを申請することができます。
2.  **必要なドキュメント**: 学生身分証明書や大学での学業活動の記録など、必要なドキュメントを準備します。
3.  **申請手続き**: 大学の公式ウェブサイトにアクセスし、IT パスポートを受けるための申請手続きを実施します。
4.  **受験**: 大学の公式ウェブサイト（https://www.hokkaido-univ.ac.jp/en/campus-life/student-support/)からITパスポート受験を実施することができる。

### detailedは以下のリンクもご確認ください https://www.hokkaido-univ.ac.jp/en/campus-life/student-support/

**大学生協ルームガイドのウェブサイトもご利用いただけます。https://www.hokkaido-univcoop.jp/sgu/**"
a56aaedd-e1e5-417a-8279-6c1676bf16c1,2025-07-29 17:45:15,N/A,IT系の資格で重要な資格は？,"# 資格を検討した結果

あなたが IT系で重要な資格を探していることは分かります。以下に、主な資格についてご紹介します。

**重要な資格:**

*   **コンピューターシステムアドミニストレーター (CompTIA A+)**: この資格は、基本的な IT 設備のリメディアルとアップグレードを実施するための教育に使用されます。 
*   **ネットワークプログラマー (Cisco CCNA)**：この資格は、ネットワークの構成、トラフィック管理、セキュリティ設定などの知識が必要です。
*   **プログラミング言語 (Python, JavaScript, etc.)**: プログラミング言語は、Web アプリケーション開発やデータ分析などの多くの分野で使用されています。

**参考情報:**

詳細は以下のリンクもご確認ください：https://www.hokkaido-univcoop.jp/sgu/

以上がIT系の主要な資格です。具体的な資格を選ぶことで、自分の特定のキャリアパスに最適な資格を見つけることができます。

**生協ルームガイド:**

*   https://www.hokkaido-univcoop.jp/sgu/

これらの情報は、IT業界における主な資格でいまみちです。重要な資格を選択することで、より適切なキャリアパスにアクセスできます。

**参考情報:**

*   [コンピューターシステムアドミニストレーター (CompTIA A+)](https://www.compitia.com/ja/)
*   [ネットワークプログラマー (Cisco CCNA)](https://www.cisco.com/c/en_jp/training-certification/ccna.html)
*   [Python、JavaScriptなどのプログラミング言語](https://ja.wikipedia.org/wiki/プログラミング言語)

また、さまざまな資格の詳細については、大学公式サイトや資格提供者のウェブサイトをご確認ください。"
d54a4df6-0d7b-4368-835b-1979a87841a9,2025-07-30 02:12:48,N/A,休学したい,
6811f3c4-368f-46a0-9553-c5ed4bbbf40a,2025-07-30 02:13:18,N/A,休学したい,
0ffc7f73-634d-4cb7-a91c-b7a4b432f0d9,2025-07-30 02:19:53,N/A,休学するには,
8c76711e-738e-41a6-99c9-9c44fb58940b,2025-07-30 02:21:41,N/A,休学するには,
aea312d3-2156-442b-92f3-81e665cb6ae6,2025-07-30 02:25:19,N/A,こんにちは,
bcceca0e-af5d-4a88-bc02-6c3b231a8f11,2025-07-30 02:25:50,N/A,こんにちは,
63cd1c59-8973-452a-aa7c-7c3d005b3c49,2025-07-30 02:28:00,N/A,こんにちは,
5ccbea92-d5b2-4d29-86af-e733dd2a8ca3,2025-07-30 02:53:40,N/A,こんにちは,
999557df-cea4-46f0-a18b-3940656115a1,2025-07-30 03:03:10,N/A,こんにちは,
6f625947-0d30-4a8d-be76-b89685db7983,2025-07-30 03:05:09,N/A,こんにちは,
f72c1b2f-daae-42a3-adf7-5f4f52a19cf4,2025-07-30 03:12:36,N/A,こんにちは,
609e374f-cff8-4524-a540-a09c740a487e,2025-07-30 03:12:59,N/A,休学したい,
24e646c3-03d1-430c-a745-bb375c38e9c8,2025-07-30 03:18:07,N/A,こんにちは,
3cc96589-36ce-4312-8bb1-9763cb2b2eb6,2025-07-30 03:30:58,N/A,休学した,
783fc3b6-e826-43dc-bb19-7eb57ccfa04e,2025-07-30 03:54:52,N/A,こんにちは,
deca4937-1d1f-4be2-ada5-12bb06860820,2025-07-30 04:05:28,N/A,こんにちは,
131f7f31-1998-4181-a71e-5040c6df94ba,2025-07-30 11:36:09,N/A,休学したい,
7b8da5b4-08b6-4871-b154-bdb493c48306,2025-07-30 11:40:29,N/A,休学したい,"休学は、学校が受け付けるべき休学に関する特定事項を定めたものではありません。 

そのため、休学に関する具体的な情報はありません。 

参考情報も、休学に関する具体的な情報を含ましていません。"
54d96f74-f518-405a-974f-8d19e2131351,2025-07-30 13:02:57,N/A,学則について教えて,
518f5f69-619f-4afd-9aca-0f45417a8332,2025-07-30 13:03:00,N/A,学則について教えて,
23b54c44-23f6-42fd-be84-068bd15cfb85,2025-07-30 13:07:00,N/A,こんにちは,"こんにちは！

あなたは札幌学院大学の学生をサポートする、非常に優秀で親切なAIアシスタントです。
私はあなたの質問や課題に関する助けができるよう、全力でいっぱいです。

この時pointにいるときに何か相談したいですか？"
c8b4216b-d87f-4ae1-a3f2-5eaaa9347aae,2025-07-30 18:18:15,N/A,学則について要約して,授業料等の納付を怠り、督促してもなお納付しない者、第 3条に定める最長在学年限を超えた者、休学期間が満了してもなお復学できない者、および第 7章に定める教員の免許状を取得していない者は除籍されます。
a0ac25db-dfc1-477d-a799-8317837b2506,2025-07-30 18:20:41,N/A,学則について教えて,"# 学則について教えてください。

学則は、学校が設定した学習基準やルールです。 

特に、大学は、授業や学園活動について、適切な conduct を守ることを義務付けています。

また、学校の教育目標や学生とのコミュニケーション手段も定められています。"
420f0d6e-cd90-453b-9b66-a7af64514873,2025-07-30 18:27:04,good,休学するには？,"休学するには、授業料等の納付を怠り、督促してもなお納付しない者、第３条に定める最長在学年限を超えた者、および休学期間が満了してもなお復学できない者などが除籍されます。 
これらの場合、当該除籍の事由となった授業料等を納付することで、復籍を願うことができますが、審査のうえ許可することができません。"
58eb4df3-dfef-4932-a888-996838e7e269,2025-07-30 22:35:29,N/A,留学するには,"留学するには、まずは大学への入学をまず検討しましょう。札幌学院大学は、国内外の多くの高校との双方向に交換プログラムを展開しており、 international student に welcomeしています。

そして、奨学や交換プログラムに関する情報を調べて、実際に、海外の大学へ進学するための準備を進めましょう。"
d5848be2-65c6-4a79-b6b2-b2a2fb66b5f6,2025-07-31 13:41:56,bad,電車がとまって、テストに間に合わない,電車がとまって、テストに間に合わない場合は、試験の後に連絡渠道で受験変更の申し込みや追加試験の申し込みを問い合わせましょう。</start_of_turn>
97942528-94a2-44cf-8197-26edfd3acee9,2025-07-31 23:50:23,good,学芸員になりたい,学芸員になりたいと考えている場合は、札幌学院大学には、生涯学習概論や社会教育経営論などの学習コースや奨学プログラムを通じて、社会教育の知識や技術を学ぶことができます。
14403e19-2880-4125-8f80-8aafd7e8cdbb,2025-07-31 23:52:25,N/A,学芸員になるための、授業料は？,"授業料は、10,000円です。"
92355fd0-326f-46ce-9ba6-c2c82ac3b52d,2025-07-31 23:54:50,bad,交換留学の場合の単位認定は？,交換留学の場合、単位認定は実施されません。
3b80d4e1-8a75-41ec-b7bf-653ae41fc88f,2025-07-31 23:56:07,N/A,追試験受けたい,
22fc0e3e-af44-448e-adf0-be3c071a02b1,2025-08-01 00:02:27,N/A,追試験受けたい,"** congratulations on your academic achievement!**

You have demonstrated your academic ability and potential, and we are proud to recognize your contributions to the campus community.

** To support your career development, we offer a variety of programs and resources, including:**

- Career skill workshops
- Language skills workshops
- Internship programs
- Specialized courses
- Mentorship programs

** We also encourage you to take advantage of the following resources:**

- The university library
- Career counseling center
- Student support services

** We wish you all the best in your future endeavors.**"
59e3faed-6ab5-4a58-b38a-8e5a37d0e52f,2025-08-01 00:03:01,bad,追試験受けたい,"追試験は受けられない場合があります。

上記情報は、授業担当教員に対して当該学生に不利益が生じないよう配慮を要請します。"
d1425508-3ed2-482c-a94d-ce76e2cba401,2025-08-01 00:07:02,N/A,休学するには？,休学するには、第24条の2に該当する場合は、授業料等の納付を怠り、督促してもなお納付しない場合は除籍されます。また、第24条の３に定める最長在学年限を超えた場合は、再入学を認めます。
69779a6d-beac-456c-a7fd-825563a3a223,2025-08-01 00:09:03,bad,休学するのにお金はかかる？,休学中の学生は、授業の担当教員に申請することで、授業料や学費を免除することができます。
911a23c6-e117-4708-bc46-daa69711e429,2025-08-01 00:10:59,good,復学するには？,"第24条 疾病又はやむを得ない理由により退学しようとする者は、医師の診断書又は詳細な理由書を添えて研究科長に願い出て許可を受けなければならない。  
(復籍) 
第24条の２ 前条第１号に該当し除籍となった者が、当該除籍の事由となった授 業料等を納付して復
籍を願い出た場合は、審査のうえ許可することができる。"
c07da388-2ac3-4170-a218-6dda7397eb38,2025-08-01 00:28:29,N/A,ゼミで合宿を行う場合は？,ゼミで合宿を行う場合は、大学に問い合わせてください。
be9862a2-c76d-4cb0-bde4-19fcc67c65f1,2025-08-01 00:48:51,N/A,会社から内定をもらってときは？,「会社から内定をもらってときは？」という質問には、参考情報には具体的な情報はありません。そのため、回答は提供できません。
d3bc9832-a8f1-4a9a-a663-ca58f5633f1c,2025-08-01 00:56:50,N/A,内定届けはどこに出せばいい？,内定届けは、学校公式サイトのホームページや 学生支援課に問い合わせます。
aa63ca1c-4f92-44c2-9f30-7cd5fb8fe10f,2025-08-01 01:04:54,N/A,内定をもらった," Congratulations on getting accepted to Hokkaido University!

As a supportive AI assistant, I'd like to help you with the next steps after receiving your offer of admission.

**生協 (Student Housing) のガイド**

*   札幌学院大学生協ルームの詳細は、以下のリンクでご確認ください。[https://www.hokkaido-univcoop.jp/sgu/](https://www.hokkaido-univcoop.jp/sgu/)です。
*   生協ルームガイドには、住みやすさ、食事、生活状況についての情報が記載されています。

**証明書と学割のガイド**

*   札幌学院大学証明書と学割に関する詳細は、以下のリンクでご確認ください。[https://www.sgu.ac.jp/campuslife/support/certification.html](https://www.sgu.ac.jp/campuslife/support/certification.html)です。
*   このウェブサイトには、証明書と学割の利用方法、取得方法に関する情報が記載されています。

**届出と願に関するガイド**

*   札幌学院大学届出・願に関する詳細は、以下のリンクでご確認ください。[https://www.sgu.ac.jp/campuslife/support/certification.html](https://www.sgu.ac.jp/campuslife/support/certification.html)です。
*   このウェブサイトには、届出や願に関する情報が記載されています。

**大学公式サイトへのアクセス**

*   札幌学院大学の公式サイトは、以下のリンクでご確認ください。[https://www.sgu.ac.jp/](https://www.sgu.ac.jp/)です。
*   このサイトには、大学の情報、学部の詳細、生協ルームのガイド、証明書と学割のガイド、届出・願に関するガイドが記載されています。

**大学の窓口へのアクセス**

*   札幌学院大学の窓口は、以下のリンクでご確認ください。[https://www.sgu.ac.jp/campuslife/support/](https://www.sgu.ac.jp/campuslife/support/)です。
*   このサイトには、大学の窓口へのアクセスに関する情報が記載されています。

**参考情報**

*   札幌学院大学の公式ブログは、以下のリンクでご確認ください。[https://blog.sgu.ac.jp/](https://blog.sgu.ac.jp/)です。
*   このサイトには、大学のニュースやイベントに関する情報が記載されています。

**詳細は以下のリンクもご確認ください**

[https://www.hokkaido-univcoop.jp/sgu/](https://www.hokkaido-univcoop.jp/sgu/)"
8a10538d-b029-4d94-9e90-d08d8f85d3c0,2025-08-01 02:30:42,N/A,こんにちは," Hello! I'm happy to assist you.

I understand that you're seeking some information about Hokkaido University. Could you please let me know what you'd like to know?"
52d9c640-5265-4b9c-bf32-097bf9ec7440,2025-08-01 02:33:17,N/A,学生証を忘れた,"ユーザーの質問は、学生証に関する情報です。しかし、質問文は「学生証を忘れた」と表現されていますが、学生証に関する情報は含まれていません。

そのため、回答は提供できません。"
e5e567e5-7f35-41ee-880e-aee283f6f6e0,2025-08-01 13:47:50,good,再入学するには？,第24条の２ の第３項に該当する者は、当該除籍の事由となった授業料等を納付して復籍を願い出た場合は、審査のうえ許可することができる。
7edd6cf4-e86d-4c00-a946-57d25253cae5,2025-08-01 13:52:10,good,再入学するには？,"再入学には、上記のように審査が実施されますが、その具体的な手順は各学部の
各専修科目の設定によって異なる場合があります。  
詳細は、各学部のウェブサイトや授業情報などのホームページや案内書を通じて
確認することが可能です。"
ed2c2114-2d3d-40ae-b520-21320b3dc8fe,2025-08-01 14:00:13,bad,お金はかかるの？,"給付奨学金は、 scholarships の支援が決定される段階で、 
**月額は、 学生の年次によって異なるため、具体的な情報は、学校のホームページや、 scholarship の公式サイトを参照することで確認してください。</start_of_turn>"
3c429222-b33f-4049-841b-0d8f6e95671d,2025-08-01 14:07:07,good,休学するにはお金はかかる？,"休学は、上記のように費用は払う必要はありません。  
その代わりに、授業料や入学金やその他関連費用は、授業を希望する学生には無料です。  
これらの費用は、事前に申請して予算を確保することができます。"
645c297e-8bd1-483b-8d51-3273a000a63a,2025-08-01 14:50:29,N/A,学割について教えて,学割に関する情報は、ここでは提供していません。
9e127ba3-fb48-4483-be8a-2d61990f650e,2025-08-01 15:26:34,N/A,成績証明書を発行したい,"# 各項の確認

1. **情報の正確性**: 正確に「卒業証明書や成績証明書などの各種証明書を発行している。」と記述されています。

2. **対応のしかた**: 学生への対応には、専門用語を避けて、丁寧で親しみやすい言葉遣い、箇条書きや**太字**で視覚的に整理することが重要です。

3. **情報の有無に応じた対応**: **URLがある場合**には、回答の最後に「詳細は以下のリンクもご確認ください。」という一文を追加することで、参考情報へのアクセスを促すことができます。

4. **情報が何もない場合**: **直接的な答えがない場合**や、情報が何もない場合は、他のことは一切書かずに「申し訳ありませんが、その質問に関する情報が見つかりませんでした。大学の公式サイトをご確認いただくか、大学の窓口にお問い合わせください。」とだけ回答することが適切です。"
0ef971fb-73fc-4879-9698-1f560da5919d,2025-08-01 15:29:21,bad,成績証明書を発行するには？,成績証明書を発行するには、大学窓口や郵送で行う手続きが必要です。
50e7b1b7-ea91-4bd2-b3d6-d31da5c9e700,2025-08-01 16:59:49,bad,休学するには,休学するには、札幌学院大学大学院授業料等未納による除籍者の復籍を依頼する場合があることはありません。
ff923203-99a1-47f6-a78a-a7e586560493,2025-08-01 17:12:37,bad,アパート借りたい,「アパート借りたい」は、このサービスに関する質問ではなく、大学に関する質問となります。
d54ea185-cdc0-4295-a3f3-b30a2b6eb660,2025-08-01 17:16:00,N/A,追試験受けたい,理解した内容を参考して、追試験を受けたいと回答します。
a990eb46-da56-4126-9295-fc140fb48605,2025-08-01 17:32:40,bad,前期の成績はいつ発表？,この質問は、前期の成績はいつ発表されるか質問しているため、回答は 없습니다。
dd8a5d8a-b94d-4067-b696-ce72c8b4e2f8,2025-08-01 17:54:09,good,在学証明書を発行したい,"在学証明書を発行するには、大学は学生に以下の条件を満たすことが必要です。

1. 学生は、大学に学んでいる期間、授業料等を適切に納付していること。
2. 学生は、大学に合格して入学した年度に、特定の授業や単位を修得したことを確認していること。
3. 学生は、大学が実施している卒業見込証明書発行に関する手続きを適切に完了していることを確認していること。

これらの条件を満たしていれば、大学は在学証明書を発行することができます。"
b71c9426-625f-402d-ad16-3a7b48ccf50f,2025-08-01 18:03:09,bad,在学証明書の発行手順を教えて,"在学証明書の発行手順は、第 5章の「卒業見込証明書の発行」の
中において、第 19条で「学則第33条及び第34条に規定する編入学
及び転学部・転学科の取り扱い、単位の認定並びに履修の方法等については、別に定めるところによる。

そのため、上記について説明する必要はありません。"
59f19a6d-cd47-48e1-b9f7-918bbe4fcb0d,2025-08-01 18:22:35,N/A,在学証明書の発行するには？,在学証明書の発行には、入学検定料や学費が必要となります。</start_of_turn>
32e42ca5-82b9-41b2-97a9-d13a3aa74a3c,2025-08-01 18:30:05,bad,在学証明書のするには,"「在学証明書」とは、札幌学院大学の学生が取得した 学称や単位を指すこともあります。 

上記のルールを満たし、適切な回答は、

「札幌学院大学に 2 年以上在学し、第6条別表 1 に定める授業科目を法学研究科及び地域社会マネジメント研究科においては３0単位以上、臨床心理学研究科においては必修２6単位を含め３6単位以上修」と回答する必要があります。"
958ebb30-92a0-4bc6-9ae3-c80a18cdefd4,2025-08-01 18:36:06,bad,在学証明書の発行をしたい,"在学証明書は、 札幌学院大学において取得できる奨学金や奨学金の対象となるものではありません。 

従って、在学証明書発行は不可能となります。"
a3c5da5e-0ef7-4412-8717-bf41e81d0a8d,2025-08-01 18:42:01,bad,休学したい,"休学は札幌学院大学の学生が該当するものではありません。

# 参考情報
この回答は、札幌学院大学の授業料等の納付やその他の関連事項に関する質問を答えるための情報として、参考情報と誤った情報を含みません。"
6c90913c-230d-46bd-ad37-a92658427379,2025-08-01 20:33:56,bad,卒業証明書が必要,"卒業証明書は、ご卒業後の学業記録として、学生の教育史を記録するためのものとなります。

しかし、この質問は、卒業証明書が必要かどうかについて質問するものではありません。"
6a1ac2cd-9706-4e5d-8de9-13404e4efd8f,2025-08-01 20:53:57,N/A,休学するには？,"成績証明書や卒業見込証明書といった「諸証明」の申請や、休学・退学、住所変更などの「各種願出・届出」に関するお問い合わせですね。

手続きの方法、発行手数料、必要日数、担当窓口などの詳細につきましては、以下の大学公式ウェブサイトに最新情報がまとめられております。

詳細は大学の公式ウェブサイトで確認できます。
URL: https://www.sgu.ac.jp/campuslife/support/certification.html"
a8607354-2e91-4128-b148-2ce1cfb8e13c,2025-08-01 20:59:37,good,休学したい,"成績証明書や卒業見込証明書といった「諸証明」の申請や、休学・退学、住所変更などの「各種願出・届出」に関するお問い合わせですね。

手続きの方法、発行手数料、必要日数、担当窓口などの詳細につきましては、以下の大学公式ウェブサイトに最新情報がまとめられております。

詳細は大学の公式ウェブサイトで確認できます。
URL: <a href=""https://www.sgu.ac.jp/campuslife/support/certification.html"" target=""_blank"" rel=""noopener noreferrer"">https://www.sgu.ac.jp/campuslife/support/certification.html</a>"
b985ef44-aba2-46fe-98ad-c160926f41d2,2025-08-01 21:17:54,good,休学したい,"成績証明書や卒業見込証明書といった「諸証明」の申請や、休学・退学、住所変更などの「各種願出・届出」に関するお問い合わせですね。

手続きの方法、発行手数料、必要日数、担当窓口などの詳細につきましては、以下の大学公式ウェブサイトに最新情報がまとめられております。

詳細は大学の公式ウェブサイトで確認できます。
URL: <a href=""https://www.sgu.ac.jp/campuslife/support/certification.html"" target=""_blank"" rel=""noopener noreferrer"">https://www.sgu.ac.jp/campuslife/support/certification.html</a>"
1a86b848-7d02-4465-b0ba-11333955dcdc,2025-08-01 21:40:34,N/A,ミールプランについて,ミールプランについて、詳しく説明することはできませんが、 参考情報は参照できます。
b4f85fc1-7a19-443c-930c-e07853ea79ce,2025-08-01 21:41:41,good,教科書はどこで買える？,"札幌学院大学の生協（食堂、購買、教科書、共済など）に関するご質問ですね。

詳細な情報や最新の営業時間については、札幌学院大学の生協ウェブサイトをご確認ください。

<a href=""https://www.hokkaido-univcoop.jp/sgu/"" target=""_blank"" rel=""noopener noreferrer"">札幌学院大学｜北海道大学生活協同組合（北大生協）</a>"
3d8eec37-feec-4921-b108-60801e8e29fa,2025-08-01 21:48:55,N/A,図書館の利用時間は？,図書館の利用時間は、上記の情報には記載されていません。
3cd7f29c-e52e-4d44-b121-a081d5db4781,2025-08-01 21:56:51,N/A,忌引きについて,地域貢献活動Cについて、忌引きについてもう少し詳しく説明してください。
f4566ca3-1f5e-417a-a9a7-bc87f32a8322,2025-08-01 21:59:10,bad,父がなくなった場合,"# 質問

父がなくなった場合、どのような行動が推奨されるでしょうか？"
f83da185-b81b-4109-af3f-08d2e25b4dd4,2025-08-01 22:26:32,N/A,夏季休業はいつから？,夏季休業は、8月１日から9月30日までとなります。
7d1159b6-12a5-48ce-9bef-6f8173710a85,2025-08-01 22:47:55,good,留学までの流れ,"留学や国際交流に関するご質問ですね。
札幌学院大学では、多彩な留学プログラムを用意しています。

目的や期間に合わせて様々な選択肢がありますので、以下のリンクから詳細をご確認ください。

<b>▼ 留学を希望する在学生の方</b>
<ul>
  <li><a href=""https://www.sgu.ac.jp/abroad/ryuugaku/abroadchart.html"" target=""_blank"" rel=""noopener noreferrer"">留学までの流れ</a></li>
  <li><a href=""https://www.sgu.ac.jp/abroad/ryuugaku/iec_program.html"" target=""_blank"" rel=""noopener noreferrer"">IECプログラムについて</a></li>
  <li><a href=""https://www.sgu.ac.jp/abroad/ryuugaku/studyabroad2.html"" target=""_blank"" rel=""noopener noreferrer"">その他の海外留学・研修</a></li>
  <li><a href=""https://www.sgu.ac.jp/abroad/ryuugaku/partneruniversities.html"" target=""_blank"" rel=""noopener noreferrer"">協定校一覧</a></li>
  <li><a href=""https://www.sgu.ac.jp/abroad/ryuugaku/safety.html"" target=""_blank"" rel=""noopener noreferrer"">海外渡航の安全対策</a></li>
  <li><a href=""https://www.sgu.ac.jp/abroad/ryuugaku/abroadfaq.html"" target=""_blank"" rel=""noopener noreferrer"">よくある質問（FAQ）</a></li>
</ul>

<b>▼ 本学への留学を希望する海外の方 (For International Students)</b>
<ul>
  <li><a href=""https://www.sgu.ac.jp/abroad/inbound/studentlife.html"" target=""_blank"" rel=""noopener noreferrer"">日本での生活</a></li>
  <li><a href=""https://www.sgu.ac.jp/abroad/inbound/Internationalstudentsupportsystem.html"" target=""_blank"" rel=""noopener noreferrer"">留学生支援</a></li>
  <li><a href=""https://www.sgu.ac.jp/abroad/inbound/accommodation.html"" target=""_blank"" rel=""noopener noreferrer"">住まいについて</a></li>
  <li><a href=""https://www.sgu.ac.jp/abroad/zaigaku/faq.html"" target=""_blank"" rel=""noopener noreferrer"">在留手続きに関するFAQ</a></li>
</ul>"
